CLUSTER,CLUSTER FORGET,Remove a node from the nodes table,https://redis.io/commands/cluster-forget/,O(1),3.0.0,"[@admin, @slow, @dangerous]",CLUSTER FORGET node-id,null
CLUSTER,CLUSTER INFO,Provides info about Redis Cluster node state,https://redis.io/commands/cluster-info/,O(1),3.0.0,[@slow],CLUSTER INFO,null
CLUSTER,CLUSTER MEET,Force a node cluster to handshake with another node,https://redis.io/commands/cluster-meet/,O(1),3.0.0,"[@admin, @slow, @dangerous]",CLUSTER MEET ip port [cluster_bus_port],null
CLUSTER,CLUSTER MYID,Return the node id,https://redis.io/commands/cluster-myid/,O(1),3.0.0,[@slow],CLUSTER MYID,null
CLUSTER,CLUSTER REPLICATE,Reconfigure a node as a replica of the specified master node,https://redis.io/commands/cluster-replicate/,O(1),3.0.0,"[@admin, @slow, @dangerous]",CLUSTER REPLICATE node-id,null
CLUSTER,CLUSTER SAVECONFIG,Forces the node to save cluster state on disk,https://redis.io/commands/cluster-saveconfig/,O(1),3.0.0,"[@admin, @slow, @dangerous]",CLUSTER SAVECONFIG,null
CLUSTER,CLUSTER SET-CONFIG-EPOCH,Set the configuration epoch in a new node,https://redis.io/commands/cluster-set-config-epoch/,O(1),3.0.0,"[@admin, @slow, @dangerous]",CLUSTER SET-CONFIG-EPOCH config-epoch,null
CLUSTER,CLUSTER SETSLOT,Bind a hash slot to a specific node,https://redis.io/commands/cluster-setslot/,O(1),3.0.0,"[@admin, @slow, @dangerous]","CLUSTER SETSLOT slot <IMPORTING node-id | MIGRATING node-id |
  NODE node-id | STABLE>",null
CLUSTER,CLUSTER SLAVES,List replica nodes of the specified master node,https://redis.io/commands/cluster-slaves/,O(1),3.0.0,"[@admin, @slow, @dangerous]",CLUSTER SLAVES node-id,null
CLUSTER,READONLY,Enables read queries for a connection to a cluster replica node,https://redis.io/commands/readonly/,O(1),3.0.0,"[@fast, @connection]",READONLY,null
CLUSTER,READWRITE,Disables read queries for a connection to a cluster replica node,https://redis.io/commands/readwrite/,O(1),3.0.0,"[@fast, @connection]",READWRITE,null
CLUSTER,CLUSTER REPLICAS,List replica nodes of the specified master node,https://redis.io/commands/cluster-replicas/,O(1),5.0.0,"[@admin, @slow, @dangerous]",CLUSTER REPLICAS node-id,null
CLUSTER,CLUSTER KEYSLOT,Returns the hash slot of the specified key,https://redis.io/commands/cluster-keyslot/,O(N) where N is the number of bytes in the key,3.0.0,[@slow],CLUSTER KEYSLOT key,null
CLUSTER,CLUSTER COUNT-FAILURE-REPORTS,Return the number of failure reports active for a given node,https://redis.io/commands/cluster-count-failure-reports/,O(N) where N is the number of failure reports,3.0.0,"[@admin, @slow, @dangerous]",CLUSTER COUNT-FAILURE-REPORTS node-id,null
CLUSTER,CLUSTER RESET,Reset a Redis Cluster node,https://redis.io/commands/cluster-reset/,O(N) where N is the number of known nodes. The command may execute a FLUSHALL as a side effect.,3.0.0,"[@admin, @slow, @dangerous]",CLUSTER RESET [HARD | SOFT],null
CLUSTER,CLUSTER NODES,Get Cluster config for the node,https://redis.io/commands/cluster-nodes/,O(N) where N is the total number of Cluster nodes,3.0.0,[@slow],CLUSTER NODES,null
CLUSTER,CLUSTER SLOTS,Get array of Cluster slot to node mappings,https://redis.io/commands/cluster-slots/,O(N) where N is the total number of Cluster nodes,3.0.0,[@slow],CLUSTER SLOTS,null
CLUSTER,CLUSTER LINKS,Returns a list of all TCP links to and from peer nodes in cluster,https://redis.io/commands/cluster-links/,O(N) where N is the total number of Cluster nodes,7.0.0,[@slow],CLUSTER LINKS,null
CLUSTER,CLUSTER SHARDS,Get array of cluster slots to node mappings,https://redis.io/commands/cluster-shards/,O(N) where N is the total number of cluster nodes,7.0.0,[@slow],CLUSTER SHARDS,null
CLUSTER,CLUSTER ADDSLOTS,Assign new hash slots to receiving node,https://redis.io/commands/cluster-addslots/,O(N) where N is the total number of hash slot arguments,3.0.0,"[@admin, @slow, @dangerous]",CLUSTER ADDSLOTS slot [slot ...],null
CLUSTER,CLUSTER DELSLOTS,Set hash slots as unbound in receiving node,https://redis.io/commands/cluster-delslots/,O(N) where N is the total number of hash slot arguments,3.0.0,"[@admin, @slow, @dangerous]",CLUSTER DELSLOTS slot [slot ...],null
CLUSTER,CLUSTER ADDSLOTSRANGE,Assign new hash slots to receiving node,https://redis.io/commands/cluster-addslotsrange/,O(N) where N is the total number of the slots between the start slot and end slot arguments.,7.0.0,"[@admin, @slow, @dangerous]",CLUSTER ADDSLOTSRANGE start-slot end-slot [start-slot end-slot ...],null
CLUSTER,CLUSTER DELSLOTSRANGE,Set hash slots as unbound in receiving node,https://redis.io/commands/cluster-delslotsrange/,O(N) where N is the total number of the slots between the start slot and end slot arguments.,7.0.0,"[@admin, @slow, @dangerous]",CLUSTER DELSLOTSRANGE start-slot end-slot [start-slot end-slot ...],null
CLUSTER,CLUSTER GETKEYSINSLOT,Return local key names in the specified hash slot,https://redis.io/commands/cluster-getkeysinslot/,O(log(N)) where N is the number of requested keys,3.0.0,[@slow],CLUSTER GETKEYSINSLOT slot count,null
CMS,CMS.INFO,Returns information about a sketch,https://redis.io/commands/cms.info/,O(1),Redis Stack /            Bloom 2.0.0,null,CMS.INFO key,null
CMS,CMS.INITBYDIM,Initializes a Count-Min Sketch to dimensions specified by user,https://redis.io/commands/cms.initbydim/,O(1),Redis Stack /            Bloom 2.0.0,null,CMS.INITBYDIM key width depth,null
CMS,CMS.INITBYPROB,Initializes a Count-Min Sketch to accommodate requested tolerances.,https://redis.io/commands/cms.initbyprob/,O(1),Redis Stack /            Bloom 2.0.0,null,CMS.INITBYPROB key error probability,null
CMS,CMS.INCRBY,Increases the count of one or more items by increment,https://redis.io/commands/cms.incrby/,O(n) where n is the number of items,Redis Stack /            Bloom 2.0.0,null,CMS.INCRBY key item increment [item increment ...],null
CMS,CMS.QUERY,Returns the count for one or more items in a sketch,https://redis.io/commands/cms.query/,O(n) where n is the number of items,Redis Stack /            Bloom 2.0.0,null,CMS.QUERY key item [item ...],null
CMS,CMS.MERGE,Merges several sketches into one sketch,https://redis.io/commands/cms.merge/,O(n) where n is the number of sketches,Redis Stack /            Bloom 2.0.0,null,"CMS.MERGE destination numKeys source [source ...] [WEIGHTS weight
  [weight ...]]",null
CONNECTION,ECHO,Echo the given string,https://redis.io/commands/echo/,O(1),1.0.0,"[@fast, @connection]",ECHO message,"[""ECHO \""Hello World!\""""]"
CONNECTION,PING,Ping the server,https://redis.io/commands/ping/,O(1),1.0.0,"[@fast, @connection]",PING [message],"[""PING"",""PING \""hello world\""""]"
CONNECTION,QUIT,Close the connection,https://redis.io/commands/quit/,O(1),1.0.0,"[@fast, @connection]",QUIT,null
CONNECTION,SELECT,Change the selected database for the current connection,https://redis.io/commands/select/,O(1),1.0.0,"[@fast, @connection]",SELECT index,null
CONNECTION,CLIENT GETNAME,Get the current connection name,https://redis.io/commands/client-getname/,O(1),2.6.9,"[@slow, @connection]",CLIENT GETNAME,null
CONNECTION,CLIENT SETNAME,Set the current connection name,https://redis.io/commands/client-setname/,O(1),2.6.9,"[@slow, @connection]",CLIENT SETNAME connection-name,null
CONNECTION,CLIENT PAUSE,Stop processing commands from clients for some time,https://redis.io/commands/client-pause/,O(1),2.9.50,"[@admin, @slow, @dangerous, @connection]",CLIENT PAUSE timeout [WRITE | ALL],null
CONNECTION,CLIENT REPLY,Instruct the server whether to reply to commands,https://redis.io/commands/client-reply/,O(1),3.2.0,"[@slow, @connection]",CLIENT REPLY <ON | OFF | SKIP>,null
CONNECTION,CLIENT ID,Returns the client ID for the current connection,https://redis.io/commands/client-id/,O(1),5.0.0,"[@slow, @connection]",CLIENT ID,"[""CLIENT ID""]"
CONNECTION,CLIENT CACHING,Instruct the server about tracking or not keys in the next request,https://redis.io/commands/client-caching/,O(1),6.0.0,"[@slow, @connection]",CLIENT CACHING <YES | NO>,null
CONNECTION,CLIENT GETREDIR,Get tracking notifications redirection client ID if any,https://redis.io/commands/client-getredir/,O(1),6.0.0,"[@slow, @connection]",CLIENT GETREDIR,null
CONNECTION,HELLO,Handshake with Redis,https://redis.io/commands/hello/,O(1),6.0.0,"[@fast, @connection]",HELLO [protover [AUTH username password] [SETNAME clientname]],null
CONNECTION,CLIENT INFO,Returns information about the current client connection.,https://redis.io/commands/client-info/,O(1),6.2.0,"[@slow, @connection]",CLIENT INFO,"[""CLIENT INFO""]"
CONNECTION,CLIENT TRACKINGINFO,Return information about server assisted client side caching for the current connection,https://redis.io/commands/client-trackinginfo/,O(1),6.2.0,"[@slow, @connection]",CLIENT TRACKINGINFO,null
CONNECTION,RESET,Reset the connection,https://redis.io/commands/reset/,O(1),6.2.0,"[@fast, @connection]",RESET,null
CONNECTION,CLIENT NO-EVICT,Set client eviction mode for the current connection,https://redis.io/commands/client-no-evict/,O(1),7.0.0,"[@admin, @slow, @dangerous, @connection]",CLIENT NO-EVICT <ON | OFF>,null
CONNECTION,CLIENT TRACKING,Enable or disable server assisted client side caching support,https://redis.io/commands/client-tracking/,O(1). Some options may introduce additional complexity.,6.0.0,"[@slow, @connection]","CLIENT TRACKING <ON | OFF> [REDIRECT client-id] [PREFIX prefix
  [PREFIX prefix ...]] [BCAST] [OPTIN] [OPTOUT] [NOLOOP]",null
CONNECTION,CLIENT UNPAUSE,Resume processing of clients that were paused,https://redis.io/commands/client-unpause/,O(N) Where N is the number of paused clients,6.2.0,"[@admin, @slow, @dangerous, @connection]",CLIENT UNPAUSE,null
CONNECTION,CLIENT KILL,Kill the connection of a client,https://redis.io/commands/client-kill/,O(N) where N is the number of client connections,2.4.0,"[@admin, @slow, @dangerous, @connection]","CLIENT KILL <ip:port | <[ID client-id] | [TYPE <NORMAL | MASTER |
  SLAVE | REPLICA | PUBSUB>] | [USER username] | [ADDR ip:port] |
  [LADDR ip:port] | [SKIPME yes/no] [[ID client-id] | [TYPE <NORMAL
  | MASTER | SLAVE | REPLICA | PUBSUB>] | [USER username] |
  [ADDR ip:port] | [LADDR ip:port] | [SKIPME yes/no] ...]>>",null
CONNECTION,CLIENT LIST,Get the list of client connections,https://redis.io/commands/client-list/,O(N) where N is the number of client connections,2.4.0,"[@admin, @slow, @dangerous, @connection]","CLIENT LIST [TYPE <NORMAL | MASTER | REPLICA | PUBSUB>]
  [ID client-id [client-id ...]]",null
CONNECTION,AUTH,Authenticate to the server,https://redis.io/commands/auth/,O(N) where N is the number of passwords defined for the user,1.0.0,"[@fast, @connection]",AUTH [username] password,null
CONNECTION,CLIENT UNBLOCK,Unblock a client blocked in a blocking command from a different connection,https://redis.io/commands/client-unblock/,O(log N) where N is the number of client connections,5.0.0,"[@admin, @slow, @dangerous, @connection]",CLIENT UNBLOCK client-id [TIMEOUT | ERROR],null
GENERIC,EXPIRE,Set a key's time to live in seconds,https://redis.io/commands/expire/,O(1),1.0.0,"[@keyspace, @write, @fast]",EXPIRE key seconds [NX | XX | GT | LT],"[""SET mykey \""Hello\"""",""EXPIRE mykey 10"",""TTL mykey"",""SET mykey \""Hello World\"""",""TTL mykey"",""EXPIRE mykey 10 XX"",""TTL mykey"",""EXPIRE mykey 10 NX"",""TTL mykey""]"
GENERIC,MOVE,Move a key to another database,https://redis.io/commands/move/,O(1),1.0.0,"[@keyspace, @write, @fast]",MOVE key db,null
GENERIC,RANDOMKEY,Return a random key from the keyspace,https://redis.io/commands/randomkey/,O(1),1.0.0,"[@keyspace, @read, @slow]",RANDOMKEY,null
GENERIC,RENAME,Rename a key,https://redis.io/commands/rename/,O(1),1.0.0,"[@keyspace, @write, @slow]",RENAME key newkey,"[""SET mykey \""Hello\"""",""RENAME mykey myotherkey"",""GET myotherkey""]"
GENERIC,RENAMENX,"Rename a key, only if the new key does not exist",https://redis.io/commands/renamenx/,O(1),1.0.0,"[@keyspace, @write, @fast]",RENAMENX key newkey,"[""SET mykey \""Hello\"""",""SET myotherkey \""World\"""",""RENAMENX mykey myotherkey"",""GET myotherkey""]"
GENERIC,TTL,Get the time to live for a key in seconds,https://redis.io/commands/ttl/,O(1),1.0.0,"[@keyspace, @read, @fast]",TTL key,"[""SET mykey \""Hello\"""",""EXPIRE mykey 10"",""TTL mykey""]"
GENERIC,TYPE,Determine the type stored at key,https://redis.io/commands/type/,O(1),1.0.0,"[@keyspace, @read, @fast]",TYPE key,"[""SET key1 \""value\"""",""LPUSH key2 \""value\"""",""SADD key3 \""value\"""",""TYPE key1"",""TYPE key2"",""TYPE key3""]"
GENERIC,EXPIREAT,Set the expiration for a key as a UNIX timestamp,https://redis.io/commands/expireat/,O(1),1.2.0,"[@keyspace, @write, @fast]",EXPIREAT key unix-time-seconds [NX | XX | GT | LT],"[""SET mykey \""Hello\"""",""EXISTS mykey"",""EXPIREAT mykey 1293840000"",""EXISTS mykey""]"
GENERIC,PERSIST,Remove the expiration from a key,https://redis.io/commands/persist/,O(1),2.2.0,"[@keyspace, @write, @fast]",PERSIST key,"[""SET mykey \""Hello\"""",""EXPIRE mykey 10"",""TTL mykey"",""PERSIST mykey"",""TTL mykey""]"
GENERIC,OBJECT ENCODING,Inspect the internal encoding of a Redis object,https://redis.io/commands/object-encoding/,O(1),2.2.3,"[@keyspace, @read, @slow]",OBJECT ENCODING key,null
GENERIC,OBJECT IDLETIME,Get the time since a Redis object was last accessed,https://redis.io/commands/object-idletime/,O(1),2.2.3,"[@keyspace, @read, @slow]",OBJECT IDLETIME key,null
GENERIC,OBJECT REFCOUNT,Get the number of references to the value of the key,https://redis.io/commands/object-refcount/,O(1),2.2.3,"[@keyspace, @read, @slow]",OBJECT REFCOUNT key,null
GENERIC,PEXPIRE,Set a key's time to live in milliseconds,https://redis.io/commands/pexpire/,O(1),2.6.0,"[@keyspace, @write, @fast]",PEXPIRE key milliseconds [NX | XX | GT | LT],"[""SET mykey \""Hello\"""",""PEXPIRE mykey 1500"",""TTL mykey"",""PTTL mykey"",""PEXPIRE mykey 1000 XX"",""TTL mykey"",""PEXPIRE mykey 1000 NX"",""TTL mykey""]"
GENERIC,PEXPIREAT,Set the expiration for a key as a UNIX timestamp specified in milliseconds,https://redis.io/commands/pexpireat/,O(1),2.6.0,"[@keyspace, @write, @fast]",PEXPIREAT key unix-time-milliseconds [NX | XX | GT | LT],"[""SET mykey \""Hello\"""",""PEXPIREAT mykey 1555555555005"",""TTL mykey"",""PTTL mykey""]"
GENERIC,PTTL,Get the time to live for a key in milliseconds,https://redis.io/commands/pttl/,O(1),2.6.0,"[@keyspace, @read, @fast]",PTTL key,"[""SET mykey \""Hello\"""",""EXPIRE mykey 1"",""PTTL mykey""]"
GENERIC,WAIT,Wait for the synchronous replication of all the write commands sent in the context of the current connection,https://redis.io/commands/wait/,O(1),3.0.0,"[@slow, @connection]",WAIT numreplicas timeout,null
GENERIC,OBJECT FREQ,Get the logarithmic access frequency counter of a Redis object,https://redis.io/commands/object-freq/,O(1),4.0.0,"[@keyspace, @read, @slow]",OBJECT FREQ key,null
GENERIC,EXPIRETIME,Get the expiration Unix timestamp for a key,https://redis.io/commands/expiretime/,O(1),7.0.0,"[@keyspace, @read, @fast]",EXPIRETIME key,"[""SET mykey \""Hello\"""",""EXPIREAT mykey 33177117420"",""EXPIRETIME mykey""]"
GENERIC,PEXPIRETIME,Get the expiration Unix timestamp for a key in milliseconds,https://redis.io/commands/pexpiretime/,O(1),7.0.0,"[@keyspace, @read, @fast]",PEXPIRETIME key,"[""SET mykey \""Hello\"""",""PEXPIREAT mykey 33177117420000"",""PEXPIRETIME mykey""]"
GENERIC,UNLINK,"Delete a key asynchronously in another thread. Otherwise it is just as DEL, but non blocking.",https://redis.io/commands/unlink/,"O(1) for each key removed regardless of its size. Then the command does O(N) work in a different thread in order to reclaim memory, where N is the number of allocations the deleted objects where composed of.",4.0.0,"[@keyspace, @write, @fast]",UNLINK key [key ...],"[""SET key1 \""Hello\"""",""SET key2 \""World\"""",""UNLINK key1 key2 key3""]"
GENERIC,SCAN,Incrementally iterate the keys space,https://redis.io/commands/scan/,"O(1) for every call. O(N) for a complete iteration, including enough command calls for the cursor to return back to 0. N is the number of elements inside the collection.",2.8.0,"[@keyspace, @read, @slow]",SCAN cursor [MATCH pattern] [COUNT count] [TYPE type],null
GENERIC,DUMP,Return a serialized version of the value stored at the specified key.,https://redis.io/commands/dump/,"O(1) to access the key and additional O(NM) to serialize it, where N is the number of Redis objects composing the value and M their average size. For small string values the time complexity is thus O(1)+O(1M) where M is small, so simply O(1).",2.6.0,"[@keyspace, @read, @slow]",DUMP key,"[""SET mykey 10"",""DUMP mykey""]"
GENERIC,RESTORE,"Create a key using the provided serialized value, previously obtained using DUMP.",https://redis.io/commands/restore/,"O(1) to create the new key and additional O(NM) to reconstruct the serialized value, where N is the number of Redis objects composing the value and M their average size. For small string values the time complexity is thus O(1)+O(1M) where M is small, so simply O(1). However for sorted set values the complexity is O(NMlog(N)) because inserting values into sorted sets is O(log(N)).",2.6.0,"[@keyspace, @write, @slow, @dangerous]","RESTORE key ttl serialized-value [REPLACE] [ABSTTL]
  [IDLETIME seconds] [FREQ frequency]",null
GENERIC,DEL,Delete a key,https://redis.io/commands/del/,"O(N) where N is the number of keys that will be removed. When a key to remove holds a value other than a string, the individual complexity for this key is O(M) where M is the number of elements in the list, set, sorted set or hash. Removing a single key that holds a string value is O(1).",1.0.0,"[@keyspace, @write, @slow]",DEL key [key ...],"[""SET key1 \""Hello\"""",""SET key2 \""World\"""",""DEL key1 key2 key3""]"
GENERIC,TOUCH,Alters the last access time of a key(s). Returns the number of existing keys specified.,https://redis.io/commands/touch/,O(N) where N is the number of keys that will be touched.,3.2.1,"[@keyspace, @read, @fast]",TOUCH key [key ...],"[""SET key1 \""Hello\"""",""SET key2 \""World\"""",""TOUCH key1 key2""]"
GENERIC,EXISTS,Determine if a key exists,https://redis.io/commands/exists/,O(N) where N is the number of keys to check.,1.0.0,"[@keyspace, @read, @fast]",EXISTS key [key ...],"[""SET key1 \""Hello\"""",""EXISTS key1"",""EXISTS nosuchkey"",""SET key2 \""World\"""",""EXISTS key1 key2 nosuchkey""]"
GENERIC,KEYS,Find all keys matching the given pattern,https://redis.io/commands/keys/,"O(N) with N being the number of keys in the database, under the assumption that the key names in the database and the given pattern have limited length.",1.0.0,"[@keyspace, @read, @slow, @dangerous]",KEYS pattern,"[""MSET firstname Jack lastname Stuntman age 35"",""KEYS *name*"",""KEYS a??"",""KEYS *""]"
GENERIC,COPY,Copy a key,https://redis.io/commands/copy/,"O(N) worst case for collections, where N is the number of nested items. O(1) for string values.",6.2.0,"[@keyspace, @write, @slow]",COPY source destination [DB destination-db] [REPLACE],null
GENERIC,SORT,"Sort the elements in a list, set or sorted set",https://redis.io/commands/sort/,"O(N+M*log(M)) where N is the number of elements in the list or set to sort, and M the number of returned elements. When the elements are not sorted, complexity is O(N).",1.0.0,"[@write, @set, @sortedset, @list, @slow, @dangerous]","SORT key [BY pattern] [LIMIT offset count] [GET pattern [GET pattern
  ...]] [ASC | DESC] [ALPHA] [STORE destination]",null
GENERIC,SORT_RO,"Sort the elements in a list, set or sorted set. Read-only variant of SORT.",https://redis.io/commands/sort_ro/,"O(N+M*log(M)) where N is the number of elements in the list or set to sort, and M the number of returned elements. When the elements are not sorted, complexity is O(N).",7.0.0,"[@read, @set, @sortedset, @list, @slow, @dangerous]","SORT_RO key [BY pattern] [LIMIT offset count] [GET pattern [GET
  pattern ...]] [ASC | DESC] [ALPHA]",null
